,userName,content,score
539,Hanif Hafizan,Saya sangat suka sekali lagu lagu ny lagian bagus kok saya sangat suka thank you sekali ya saya suka loh pada lagu atau musik ny saya terima ksih sekali kepada kalian saya sangat suka kok terima kasih maaf apabila ad kesalahan dalam penulisan nama atau gelar,5
540,Vina_Lidya Vina,"Maaf jika saya kasi bintang 3 , dikarenakan akhir² ini tiktok banyak update dan kadang error' g bisa kebuka karna hal itu apk yg lain kena jadi bug semua sampai² harus hapus apk yg lain ,udh dihapus tetep lag ternyata hal ini dari tiktoK🙏",3
541,Elsa Manoraa,"setelah di update tiktok makin lemot terus enggak bisa di buka aplikasi nunggu uninstall dulu terus install lagi baru bisa !!! tolong yaa kerjasamanya , semoga cepat pulih kembali",1
542,Ahmad Triwibowo,"Gajelas, Tiktok selalu stuck logo dan membuat handphone restart tidak tahu kenapa begitu tapi tiktok juga semakin lama dipenyimpanan semakin berat dan memberatkan pengguna, entah apa yang ada di tiktok, saya hanya ingin bug tiktok dihilangkan, bug tentang stuck logo lalu crash sehingga handphone saya restart",1
543,Annayla Syahira,"Setelah saya update tiktok, tiktok semakin ngaco buka tiktok cma stuck di logo doang, trus lama lama hp nya mati tolong segera di perbaiki!! Banyak orang yang mencari uang dari tiktok mohon segera di perbaiki secepatnya!!",1
544,MB1C_Nur Firdaus Munauwaroh,"Tolong tiktok aplikasi sering ga bisa masuk apk, harus unistal apk terus intal lagi. masuk tiktok kembali bisa tapi selang beberapa lama mulai lagi seperti itu.",2
545,Inna Nasiha,"Setelah lihat-lihat ulasan yang lain ternyata saya baru sadar aplikasinya yang bermasalah bukan hp saya. Beberapa Minggu ini hp saya ngelag parah seperti ada virusnya. awalnya saya mau buka aplikasi tiktok tapi stuck di logo aja. Sehabis itu buka aplikasi lain itu jadi lelet juga, akhirnya hp saya sering saya restart saya buka lagi apk tiktoknya jadi ngelag parah lagi. Setelah saya uninstall tiktok baru hp saya lancar lagi 🙃",1
546,Anak Lanang,Kasih bintang 3 aj dulu ... maaf tolong di perbarui lgi dong ...semakin hari semakin berat tiktoknya di tinggiin ya ini kok hp saya ramnya semakin habis ruwanganya...tolong lah di perbaiki...buwat para ram kecil bisa nyaman pakai tiktok jadi bisa merakyat,3
547,Nurul Amalia,"Ya sejujurnya bagus, normal. Tapi kenapa saat saya inging upload foto, fitur swipe tidak ada. Padahal saya sudah update, saya tidak tahu ini masalahnya di mana. Apa hp saya?? Apakah fitur ini tidak tersedia untuk hp realme c11. Tik tok tolong🥲",4
548,Wanda Azam,"Sya penguna tik tok yg sudah 5 th an penikmati bermacam konten yg bagus tpi saat 2 ini kenapa ya aplikasinya sering sekali eror,atau GK bisa di buka ,,,lama2 sya merasa jenuh juga dengan hal ini,coba di perbaiki biar bisa eksis dan bayak yg suka",2
549,Dwi Ulfa,"apasih kok akhir² ini jadi sering error gak bisa di buka, orang mau nonton video bukan mantengin logo doang, bikin kerjaan aja uninstall terus install lagi. Ini aja udah yg ke 2 kali uninstall",1
550,Rizky Nanda,"Masa setiap hari harus install uninstall aplikasi buar bisa di buka, sering nge freeze cuma lambang tiktok nya yg kebuka, gimana sih makin kesini makin kacau tolong di benerin dong udah sebulan gini terus.",1
551,Cindy aurel Aurel,"Tik tok tolong di perbaiki kembali, akhir akhir ini tik tok saya sering mengalami error, dan kenapa fitur posting ulang di hapuss???? ini fitur ngebantu banget lohhh padahal",1
552,Kemal Udin,Tiktok aneh klo mo buka tiktok harus di uninstal dulu terus di instal lagi baru bisa di buka padahal banyak notifikasi yg masuk dari tiktok tapi pas mau di buka gak bisa harus di apus dulu aplikasinya terus di download lagi baru bisa di buka,5
553,Jumrah Abidin,"Sama seperti teman2 yg lain tiktok pas di buka hanya kelihatan logo sampe hp mati sendiri,,, tolong di perbaiki,,,giliran saya download ulang,, hanya sehari bisa di buka ,, setelah itu sama lagi seperti di awal",1
554,Nawal Thariq,"Semenjak tiktok update skrg udah sulit untuk membuka app ny kdg cma mncul logo ny doang. Sudh dtggu slama bbrapa menit tda terbuka buka. Mohon diperbaiki aplikasi nya y, smpai"" Saya menghapus tktok llu dwnload lgi sya pikir bawaan hp saya, tpi intrnet lncar aj. Rupany bawaan dri app ny sndiri.mohon di perbaiki ya.. Pdhl dlu bgus bgt app nya nih. Tksh",1
555,Siti Maesaroh,"Mohon di perbaiki. Tiktok kenapa sekarang setelah di update jadi makin berat ya, sering sekali kalau di buka hanyak Keluar logo aja ,harus uninstall dan install lagi baru bisa ke buka.",2
556,mila sari,"tiktok sekarang knpa sih aneh bgt? masak dibuka gak bisa harus dihapus dulu tiap hari harus hapus unduh terus .terus klo masukin kta sandi sllu salah padahal benar kta sandinya diulang berkali2 baru bisa masuk ke akun, terus bisa2nya email dan no.hpnya tidak terdaftar coba kek mana sih aneh bgt skrang😏",2
557,Mas Duki,Saya suka ini apk tapi pas aku masuk kok gak bisa. Saat masuk itu loh cuma keliatan gambar doang padahal internet lancar banget loh. Tolong ya pembuat tiktok perbaiki sistem nya dan saya merasa tidak nyaman jadi tolong di perbaiki sistem nya nanti ku kasih bintang 5,4
558,Mama Jami,Setelah di update tiktok sekarang jadi aneh pas mau masuk lama mana jadi lage lagi capek tau harus download lagi di hapus lagi di download lagi di hapus lagi capek tolong ini. Kalau mau update itu yang bener jangan kayak gini,1
559,HerbalShop Assyifa,"Tiktok kenapa ya?aplikasinya sering ga bisa dibuka,.harus diunistal dulu baru instal lagi baru bisa dibuka normal,.begitu terus tiap mau buka tiktok..padahal obat galau ya buka tiktok loh..tolong perbaiki ya min..terima kasih",3
560,Afqy Vernano,"Tolong untuk pembuat tiktok ya tolong perbaiki ini, tiktok sering update setiap 4 hari main tiktok yang ke5 harinya pasti patah patah, ngelage, dll sering sekali saya hapus dan donload lagi dan sering saya muat ulang sebenarnya apa sih yang buat tiktok jadi begini coba jelaskan dan perbaikilah padahal tiktok ini adalah apk yang sangat menghibur tapi kenapa lama kelamaan malah rusak tiktok nya dan tapi selang berapa menit tiktok nya mendal",1
561,Muhamad Rijal,"TikTok akhir-akhir ini jelek banget, saya pake hp poco f1 suka force close terus, abis itu gak bisa di buka lagi aplikasinya, harus reinstall baru bisa di buka, abis itu force close lagi, gitu aja terus 🤬",1
562,Alex takiya,"Tiktok sekarang berat banget, tiap mau buka apk selalu ngestak gabisa kebuka, jadinya hp langsung eror, ngeleg, panas, macet dan lelet, apk lainnya juga ikutan ngeleg, hp harus direstar dulu baru nggak eror, mau buka tiktok kayak buka bom, takut meledak karna panasnya hp, tolong dong diperbaiki lebih baik lagi, karna pengguna tiktok sekarang makin banyak termasuk saya, udah beli paketan mahal tapi apk tiktoknya gabisa dibuka malah bikin hp jadi erorrrrr",1
563,Alea Elmuezza,Tik tok kenapa sekarang jadi jelek bgt?! Kenapa suka nge bug aplikasinya? Yakali aku mau buka tik tok harus uninstal terus di instal lagi gituuu terusss. Tolong yaa tik tok di perbaiki lagi aplikasinya,2
564,Nazipatun Nisa,Apasih ini tiktok kenapa kalo buka tiktok cuma muncul logonya doang terus ngebug ke hp saya dan harus saya matiin dulu baru normal lagi tolong lah katanya apk terbesar sekarang kok gini sih yang bener dong kesel banget dari semalem!! perbaiki tu hp orang jadi ikutan ngebug bukan hp aku aja tapi temen temen aku juga ngalamin yang sama!!!,1
565,Nabila Ola,"Tolong tiktok bag nya di perbaiki, sya tidak bisa buka tiktok, Padahal tiktok adalah hiburan satu satu nya Tong untuk tiktok segera di perbaiki, saya harus meng uninstal dan mendowload nya lagi, itu sangat merusak hp saya, Tolong segera diperbaiki",2
566,Vega Rahmaulidina,"SUDAH HAMPIR 1 BULAN saya tida bisa membuka apk tiktok, hanya stuck di logonya saja, jika memang ada kesalahan dari aplikasi ini mohon bantuannya. TOLONG DIPERBAIKI!!!!",3
567,rosida mahardika,"Sangat berat di hp saya sudah dari jaman covid pertama kali install tiktok baru tahun ini hp saya error gak bisa nyala hanya karna aplikasi nya yg berat,,waktu tiktok dihapus hp sya bisa nyala normal secara ajaib,,kalau memang tidak terlalu penting aplikasi tiktok bisa dihilangkan dari hp anda.",1
568,Moh d. Fahry,"Kenapa sih tiktok padahal udah di update kok seminggunya lagi harus update lagi, apa lagi pas lagi buka aplikasinya malah ngelag cuman muncul ikonnya doang apa lagi ngelagnya hampir ke semua aplikasi. Emangnya harus di update seminggu sekali gak sihh ngeribetin aja ya ngelag lagi, maaf aku kasih bintang satu karena perangkat hp aku gk bisa di apa apain karena cuma buka tiktok langsung hpku jadi ngelag.",1
569,Mutiara Ulil adhiyah,"tiktok aku kenapa ga bisa dibuka ya ? udah dua harian, ngestuck terus di logo tiktok nya, ditunggu 30 detikan juga belum bisa, padahal biasanya bentar dan ga nyampe 30 detikan, tlg diperbaiki ya thanks,",4
570,Kei keii,"Yang terhormat, tiktok. Sungguh,saya sebagai pengguna tiktok dan juga pengonten tiktok saya kecewa berat. Akhir akhir ini, tiktok selalu ngak bisa dibuka. Padahal ram, memori saya masih banyak dan cukup. Dan saya liat liat bukan hanya saya yang mengalami masalah ini. Banyak juga yang mengalami masalah ini karena tiktok ngak bisa dibuka dan dibilang tiktok tidak merespon/menanggapi. Pls tiktok, bantu kami yang sdng memakai tiktok untuk sumber uang.. Terimakasih, yang terhormat tiktok.",2
571,Mu Hu,"bug nya benerin, setiap buka tiktok selalu force close atau stuck logo, saya harus uninstall dan donlowad lagi agar bisa membuka tiktok lagi, itu pun hanya bertahan 2/3 hari saja, mkhon untuk devloper perbaiki bug tersebut",1
572,Bahrudin A,"mohon untuk segerea di perbaiki bugnya ,masa setian 1x12jam selalu stuck di logo tiktoknya doang ,harus unistal dulu hpnya di matiin hbis tu instal lagi baru bisa normal tiktoknya ,klo gak niat memperbaiki ya jangan ngasih bug.. yang make android 10 pasti gitu masalahnya stack di logo habis itu free ramnya tilnggal 500mb masa iya apknya makan 5.5gb ram??",1
573,Annindra Family,Dengan Ada nya aplikasi tik tok .. Suasana setiap hari .jadi terhibur Sekarang aplikasi tiktok sering update. kadang bisa terbuka. kadang juga tidak bisa Perbaiki lagi Ya .,3
574,Khoirun Nissa Nur Baity,"tik tok kenapa sih ngebug kah atau gimana udah berkali-kali kalau buka apk nya cuman logo aja+kalau mau bisa lihat harus uninstall trs install lagi dan itupun berkali-kali saya begitu kali ini kaya gitu lagi tolong dongg gimana sih gajelas banget,bagus sih bagus cuman ya bug nya virusnya hilangin lah ganggu banget plis , dari kemarin-kemarin ini kaya gini terus gajelas",1
575,Noor Nabhan II,"Berat kalo tiktokshop distop: 1. Orang² butuh murah 2. Orang² butuh banyak pilihan 3. Orang² butuh pelayanan cepat 4. Orang² butuh barang yg dicari cukup tersedia 5. Orang² tidak mau repot 2x (transport & zonk) Kalo offline resikonya: 1. Harus repot nawar 2. Pilihan terbatas 3. Pelayanan lambat apa lagi (nunggu inden) 4. Jauh² datang belum tentu yg dicari ada 5. Harus biaya transport, tenaga dan blm lg kalo sudah sampe ternyata barang tidak ada dan mauga mau harus beli barang yg tidak seharusny",5
576,Agustina Agustina,Knp ya akhir akhir ini tiktok sering kali gak bs dibuka..tiap buka hny muncul logo aja..ditunggu pun gak msuk2.. Ad apa dengan tiktok..smpe sy uninstall.. trus install lagi.. Ini ud yg ke 3x sy copot pasang terus.,3
577,Yanuar Bagaskara,"ini apk tiktok saya kenapa ya kok ga bisa di buka, tulisan nya tidak ada koneksi internet dan coba lagi padahal untuk buka yt dan apk lain lancar, tadi nya ga kenapa kenapa kok bisa tiba tiba seperti ini ya, mohon bantuannya",1
578,Roasty Ray,Terkadang tik tok memang media sosial yg sangat menarik dan bagus akan tetapi beberapa hari ini hp saya jadi ngefrez terkadang apa mungkin di tik tok ada virus nya atau gimana? Saya kalau log ke apk lain gk ngefrez atau ngeleg jadi mohon dari pihak tik tok atas keluh kesah saya,2
579,Kakak Zaka,Kenapa tik tok saya sering stuck di logo dan tidak bisa melihat vidio yg ada padahal sisa ram saya masih 10GB namun stuck logo yg saya lakukan untuk memperbaiki stuck harus di hapus lalu didownload lagi ini sangat merepotkan dan boros kuota,1
580,Saras Syamrotus,"Tik tok kenapa sih sekarang,,pas waktu mau buka apk nya tiba² nge lag sampe² bikin hp low dan pas di hapus kemudian di download lagi bisa,,tapi hanya bertahan 3 harian aja,,tolong di perbaiki lagi ya 🙏",1
581,ismi Chaca,"semakin di update kok semakin jelek aja,susah buat masuk,apk sering tiba tiba keluar.Apa lagi akun yg gk salah apa² pun tiba tiba di blokir,aneh,tolong dong pihak admin tiktok,di perbarui lagi yg seperti dulu.",2
582,LiyanaWidad Tutorial,Masak setiap hari saya kalo mau login gak bisa lalu harus hapus aplikasi tiktok dlu baru bisa login. SANGAT NGELAG sekali. Beda dengan tiktok yg dulu mudah buat diakses. Sdh update malah NGELAG terus2an. Hadeehh parahh,1
583,Indo Devil319,"Aplikasi gajelas,sering ngebug g bisa di buka sekarang,harus download ulang baru bisa dibuka.benerin lah bug ini ganggu banget asli, device oppo f7 Android 10, di hp xiaomi juga sering bug gini",1
584,arlodus gusti,Sayang gak bisah klaim rewarnds. Karena di kunci. Gara2 Saya gak tau. Maklum baru pemula. Saya coba leve maen game pake kamera depan. Coba saya tau. Gak bakalan saya coba. Kalo bisah tolong jangan di kunci. Bos tiktok,5
585,Chandra Purnama,"Aplikasi sering gk bisa di buka , loading nya lama padahal jaringan bagus ,pas buka aplikasi lain lancar banget , tpi pas buka tiktok , loading terus, Tolong di perbaiki",1
586,enggar dewi,"Tiktok skrng beda bgt sama dlu. Masa iya tiap buka aplikasi tiktok gak bisa cuma muncul logonya doang, smua cache udh di hapus ttep aja gak bisa ke buka 😏 parah ih Ayuk dong perbaiki lg sistemnya bnyak yg ngeluh tuh",1
587,Raihan Mulfi Adhya,"Sekarang tiktok jd berat bgt, selalu nge stuck di logo tiktok gabisa masuk jd harus di uninstall dulu baru bisa dibuka jd semua video draft ke hapus, tlg di perbaiki..",3
588,Uwik Wik,"Hp sy sampai restart sendiri, dalam 1 menit skali hp mati nyala sendiri. Saya coba hapus apk wa, masih tetep mati. Akhirnya sy coba hapus apk TIKTOK, langsung hp sy aman sampe sekarang. Tolong diperbaiki",2
589,dewiayu rifa,"aplikasi tik tok ini lagi kenapa yaaa, tiba' ga bisa dibuka saya download aplikasi tik tok ini udah beberapa kali. karena tiba' setiap dibuka g bisa lalu uninstal, terus instal lagi tolong diperbaiki 🙏🏻",3
590,Hendi Pratawama wijaya,Yahh padahal ada barang murah dan bagus yang di troli pas mau chek out udh ga bisa lagi belanja lagi..gegara sudah di larang pemerintah..semoga tiktok bisa berjualan lagi karna barang² di tiktok shop murah-murah dan bagus serta gratis ongkir lagi 🥲,5
591,Elsa Ayundarista,Saya kmrn tidak mengupdate aplikasi tiktok sama sekali dan dengan sendirinya terupdate. Setelah itu saya lihat tiktok saya malah keluar akun dan sekarang tidak bisa di buka sama sekali. Bagaimana ini tiktok tolong dong dengan bijak. Saya kehilangan akun saya dan saya juga tidak bisa mengembalikan akun saya yg sudah hilang tiba-tiba !,1
592,Anindya Zahira,"Tiktok si bgus tpi makin update mkin harus bikin akun kalo bikin akun malah gede memorinya dulu like gk di bikin akun bisa di like saat ini malah gk bisa lgi tangan jdi gatel ngelikein akun tiktok org tpi jdi gk bisa,please aku cuma ngomong doang bukan mengejek,tiktok kok kaya aplikasi menambah memo emg gk ngerti klo hp memonya penuh bisa rusak? Itu saja.",4
593,saskia azzahra,"ini kenapa gabisa dibuka? bug bikin hp ngeheng menjalar kemana mana. saya pake tiktok lite ga gini gini amat, tapi kan enakan make yg ori. tolong dong benerin lagi, masa iya hp RAM 4GB gabisa make tiktok ori. semenjak update jadi lag parah!",3
594,Irma Khoirotun N,"Setiap update bukannya tambah bagus malah tambah jelekkk. Sistem sering erorr, ngelag udah hampir 4 kali lo cuma stagnan di logo aja. Please improve the system again so that the review rating is better and more people are interested.",1
595,Bintang Saputra,"Tolong lah Tik tok aplikasi nya diperbaiki udah beberapa Minggu ini Tik tok saya ngelag mulu kadang ada tulisan aplikasi tidak menanggapi,ini mempengaruhi aplikasi lain ikut lagg, padahal masih tersisa 10 giga ruangan saya tapi masih ngelag",1
596,Angels,Setiap kali mau buka tiktok saya pasti harus uninstall lalu download ulang..krn hp kaya ngehang ga bisa ngebuka tiktok sama sekali..kirain ram ga cukup apa gimana..ternyata ulasan lain ada juga yg sama..parah,1
597,lita,Tolong dong tik tok makin kesini makin ga jelas. Saya mau nonton tik tok sekarang lemot banget sekali nya harus nonton malah download ulang terus. Tolong di perbaiki dong tik tok nya supaya tidak lemot terus,3
598,Tara Yumna,"tt saya ngga bisa di buka, udah 3hari ga bisa di buka, udah coba buat di hapus dan di download lagi, itu tida berpengaruh sedikit pun, saya juga ga tau kenapa ga bisa dibuka, jadi saya mohon agar aplikasi nya di perbaiki, saya sebagai konten kreator susah ingin mengupload vidio saya, terimakasih atas perhatian nya.",1
599,CAT GAMINGツ,Tik tok aneh ga bisa di buka terus masa iya harus tiap hari hapus download hapus download RIBET!! Tolong di perbaiki yang kayak begini padahal jaringan saya lancar ehh malah ga bisa di buka tolong di perbaiki ya tik tok 🙏🙏,2
