,content
594,"Setiap update bukannya tambah bagus malah tambah jelekkk. Sistem sering erorr, ngelag udah hampir 4 kali lo cuma stagnan di logo aja. Please improve the system again so that the review rating is better and more people are interested."
595,"Tolong lah Tik tok aplikasi nya diperbaiki udah beberapa Minggu ini Tik tok saya ngelag mulu kadang ada tulisan aplikasi tidak menanggapi,ini mempengaruhi aplikasi lain ikut lagg, padahal masih tersisa 10 giga ruangan saya tapi masih ngelag"
596,Setiap kali mau buka tiktok saya pasti harus uninstall lalu download ulang..krn hp kaya ngehang ga bisa ngebuka tiktok sama sekali..kirain ram ga cukup apa gimana..ternyata ulasan lain ada juga yg sama..parah
597,Tolong dong tik tok makin kesini makin ga jelas. Saya mau nonton tik tok sekarang lemot banget sekali nya harus nonton malah download ulang terus. Tolong di perbaiki dong tik tok nya supaya tidak lemot terus
598,"tt saya ngga bisa di buka, udah 3hari ga bisa di buka, udah coba buat di hapus dan di download lagi, itu tida berpengaruh sedikit pun, saya juga ga tau kenapa ga bisa dibuka, jadi saya mohon agar aplikasi nya di perbaiki, saya sebagai konten kreator susah ingin mengupload vidio saya, terimakasih atas perhatian nya."
599,Tik tok aneh ga bisa di buka terus masa iya harus tiap hari hapus download hapus download RIBET!! Tolong di perbaiki yang kayak begini padahal jaringan saya lancar ehh malah ga bisa di buka tolong di perbaiki ya tik tok 🙏🙏
600,"Gw kira hp gw yang eror setelah gw baca ulasan dibawah semuanya rata2 aplnya selalu ngelage pas dibuka muncul logo tiktok doang,tiba2 hp gw mati sendii bener2 buruk sekali beberapa bulan ini apl tiktok,terpaksa uninstal dan instal lagi sudah berulang-ulang kali setiap kali buka tiktok tolong diperbaiki lagi kualitasnya terima kasih"
601,Tiktok akhir² ini kenapa ya? Padahal sudah di update di install berkali kali tp tetep aja ga bisa masuk cuman terlihat logo tiktok nya aja. Mohon lebih diperbaiki lagi ya
602,"Setelah diapdete gqk bisa masuk, sehabis keluar malah hp ku mati matian, tolong kembalikan tiktok yg dulu, ini gak bagusss, kadang kesel jugak mau masuk malah lama bgtttt, sampek pas aku mau keluar karena gak bisa login, hp ku ngeleg+lemot+mati-matian, tolong di perbaiki lagi, aku lebih nyaman sama tiktok dulu, sebel dah"
603,"hallo kak mau tanya, aku kan habis update tiktok nah pas udah di update aku buka tiktok nya tapi gak muncul vd gitu padahal jaringan nya lancar banget kuota full pas aku diemin aja buka tiktok eh malah kayak langsung di mati daya. harus gimana ya min"
604,Sudah beberapa kali saya mengalami apk tak bisa kebuka. Sampai pagi uninstall..lalu install lagi..pagi uninstall lagi hanya karena ga bisa kebuka. Dah hampir seminggu gitu terus
605,Tiktok saya sangat berat sekarang. 1 hari harus uninstall dan install lagi. Terus mentok logo. Saat posisi ngelag. Semua apk di hape ikut ngelag. Tapi kalau tiktok sudah di uninstal. Semua normal lagi. Install lagi. 1 hari ngelag lagi. Begitu terus.
606,"Min ini apk nya yg bermasalah apa HP gw, soalnya ini dah ke sekian kali nya tiktok ngestak pas mau masuk tiktok cuma logo nya doang pas keluar hp gw malah yg nge freeze kalo semisal tik tok nya ada virus tolong lah di perbaiki ini udah ke 4 kali nya gw download ulang tik tok"
607,"tik tok makin hari makin jelek aja masa setelah buka tik tok tiba tiba gak bisa di buka lagi, harus ngehapus dulu dan download lagi daftar ulang lagi, MB nya besar banget sering ngebug, tiba tiba keluar sendiri."
608,"plis tiktok kenaa tiba-tiba ngebug???????? plis dehh pihak tiktok mohon diawasi dengan baik gimana aplikasinya, sy sgt pusing sekali tanpa tiktok jadi helpp sekali kepada tiktok supaya lebih diperhatikan terimakasih."
609,"Sedikit kecewa sama tiktok , setelah update kenapa sering eror . Mau masuk susah sekalinya masuk tiba"" keluar sendiri, hp jadi lemot lag cepet panas , tolong di perbaiki lagi .terima kasih"
610,"Parah sekali aplikasi yang 1 ini.. Buat hp orang sampe hang.. Di update malah bukan makin bagus, makin ancur,. Saran mending jangan di update, kl gk hp kalian bisa hang/freze sampe panas kayak di panggang. Kacau"
611,"Tolong perbaiki min setelah update tiktok ke versi terbaru sekarang HP terlalu cepat panas dan bug tidak bisa di buka teruss di buka aplikasi lain jadi patah patah, jangan di biarin lah bug seprti ini ntar jadi virus"
612,"Mohon maaf saya rating bintang 1, akhir2 ini sering gak bisa masuk, tiap buka app pasti balik keluar lagi... Tiap mau buka Tiktok harus uninstall trus install lagi... Kenapa skr jdi gini sih pdahal Tiktok jadi hiburanku"
613,"tiktok sekarang aneh bgt dah, pas mau buka apk cuma muncul logo mana lama bgt lagi, trs hp ngebug parah sampe nular ke apk lain, bener2 bingung awalnya, trs aku nntn review orang2 di sini ternyata pada ngalamin yg sama, agak sedih sih klo perfoma tiktok jadi kek gini, tpi ya gmna lagi ketimbang ngehambat aktifitas pas lagi pake apk lain mending uninstal aja ni tiktok."
614,Sekarang tik tok susah.. Kadang tidak bisa di buka.. Harus uninstal baru instal lagi masuk lagi... 👎🏻 Kadang keluar sendiri dr apk.. Dengan suara yg masih menyala..
615,Sjauh INI Aku baca smua ulasan tmen2 dsini PDA complain msalah update& install -unistall. Ternyata smua Sama termasuk sya. Aplikasi ini Sgt TDk enak ktika sdh smkin jauh trpkai. Bug.lemot.install-uninstall. Ribet. Pdahal isinya aplikasi ini Sgt berMANFAAT. Tp di psrsulit DG aplikasinya. Mohon juga u/ sgera diperbaiki🙏🏻
616,"Udah di update berkali-kali tapi masih aja gak ad perkembangan malah makin parah aja nih aplikasi klo begini trus aku hapus aja nih aplikasi pindah ke sebelah sring update tapi gak ad kemajuan malah yang ad makin parah perbaiki dong buat kenyamanan penggunanya masak kalah sama yang sebelah harus lebih bagus bukan lebih busuk kayak gini gimana sih,"
617,Kenapa sudah beberapa Minggu ini aplikasi tiktok saya tidak bisa dibuka ya dan hanya muncul logonya saja??! Padahal jaringan data saya lancar maupun WiFi. Maaf saya kasi bintang 1.
618,Untuk kebijakan live streaming mohon di perbaiki. Kenapa sering terbanned disaat live berlangsung. Tik tok harus nya mensupport streamer khususnya di game yang terkadang ada ekspresi kesalnya.lagian pengguna tik tok juga 18 tahun ke atas jadi sudah tahu mana baik dan buruk.PIHAK DEVELOPMENT TIK TOK .PLEASE PERBARUI KEBIJAN ASALKAN TIDAK MELANGGAR UU
619,"Tiktok ini kenapa ya? Sudah beberapa hari ini suka tidak bisa di buka. hari pertama aman, saat hari kedua tidak bisa dibuka saya kira ngebug jadi saya install ulang saja. lalu hari ketiga terulang lgi, saya masih coba install ulang. di hari ke 4 di install ulang dari playstore tidak bisa, dari app market jg tidak bisa apakah apk tiktok ini terkena virus? lalu ini hari ke 5 terulang begitu lagi. mohon di benerin apk nya"
620,"Sudah 3 kali saya uninstall tiktok lalu download lagi gara-gara tidak bisa dibuka cuma muncul logonya lama bgt padahal wifi aman, penyimpanan aman. Tolong segera diperbaiki"
621,"Aku kira aku doang yang tiktoknya lelet sekalinya ratusan atau ribuan orang juga yang ngalamin hal serupa. Mohon pihak tiktok benerin dong aplikasi nya, kami pengguna aplikasi ini dari jaman bowo alpanible:v jadi merasa ga nyaman sama pelayanan yang pihak aplikasi berikan setelah update"
622,Setiap bulan harus di hapus App nya.. Krn Error setiap di upgrade.. Alhasil video2 yg ada di draff ke ikut hapus terus.. Gmn ini tiktok.. Kog Semakin kesini jd sk Error.. Tolong penjelasan nya..
623,"Semakin lama semakin banyak masalah,mulai dari aplikasi ga bisa dibuka dan pemakaian penyimpanan yang besar,dan tiktok foto yang tidak bisa digeser,kalau kaya gini gimana cobaa aplikasinya,makin lama makin rusak"
624,"Akhir akhir ini tiktok saya sering error terkadang cuma muncul logo saja itu pun hp saya ikut lag dan panas akhirnya saya harus hapus download²,,,,,tolong diperbaiki yaa!!!!"
625,"Kenapa tiktok suka ngleg mulu kalo mau buka tiktok harus di download dulu baru bisa d buka terus mau bikin video d tiktok tiba-tiba keluar sediri,,,, mohon maaf perbakin donk tiktok ya jangan ngleg mulu.. Kouta saya abis gara gara tiktok ini ngleg kalo gak ada tiktok bosen"
626,TikTok gimana nih semenjak update terbaru TikTok jadi tidak memuaskan sering keluar sendiri juga suka macet-macet update nya sering tapi lagnya nggak pernah di perbaiki ini gimana sih saya mangajukan keluhan tentang penggunaan aplikasi ini di karenakan aplikasinya tidak memuaskan dan juga sering keluar sendiri mohon lebih diperhatikan jika mau mengupload versi baru TikTok mohon lagnya diperbaiki agar tidak mengganggu pengguna yang sedang menggunakannya update tiap saat tapi lag tidak diperbaiki.
627,"Saya Tdk dpat login, saya sudah mencoba berbagai cara agar dapat login, akan tetapi tetap tidak bisa. Dan akhirnya saya menghapus dan mendownload lagi baru dapat bisa lagi dan ini baru beberapa hari sudah tidak bisa login lagi. Tolong diperbaiki untuk kendalanya🙏"
628,"Akhir2 ini tik tok ku gak bisa di buka, hanya keluar logo saja. Lamaaaa banget di bukanya, alhasil Download ulang. Setelah masuk akun, keesokan harinya gak bisa di buka lagi. Masa' harus download tiap hari sih??? Ini dari HPnya ato dari sistem tiktoknya ya???"
629,"Tolong di perbaiki lagi, karna semenjak update belakangan ini saya buka tiktok tpi cuma hanya muncul logonya, jadi tidak bisa dibuka, jadinya saya harus uninstall, download lgi, tolong di perbaiki bug nya🙏🏻🙏🏻🙏🏻"
630,"Kenapa akhir akhir ini tiktok sering ga bisa dibuka? Saya mesti uninstall kemudian install lagi baru bisa ke buka. Saat saya klik aplikasi, aplikasi hanya stuck di logo tiktok saja tetapi tidak mulai mulai"
631,Ini apk tiktok knpa ya.. Di update ko malah blank smua gak bsa kebuka ... Di uninstal juga gak bsa muter² aja.. Baca review ternyata smua pemakai apk ini ngalamin kendala yg sama ... Gmna nih Cba pihak apk tiktok kasih respon / tindakan donk !!!!
632,"Tiktok maunya apa sih?? Saya uninstall trs download mulu biar bisa dipake, biasanya mentok sampe logo doang!!! Capek banget masa harus uninstall trs donload lagi?? Anjir anjir baru download sehari masa besoknya udh bug lagi aja???"
633,"Saya kecewa dengan Tik Tok, karena setiap saya mambuka aplikasi ini selalu tidak mau terbuka aplikasi-nya hanya menunjukkan logo Tik Tok itu sendiri, dan saya mau permasalahan ini bisa teratasi karena saya ingin upload video 😁😁😁"
634,"Tik Tok tolong lahh di perbaiki lagi,masa setelah diperbarui gk bisa di buka dan sebelum nya juga sama gk bisa di buka juga.. ini setelah diperbarui masih aja lama² makin kesana makin kesini nih aplikasi"
635,Sebelum update aplikasi tiktok saya lancar dan aman aman saja entah kenapa setelah update aplikasi tiktok malah error parah.Ketika saya buka aplikasi tiktok cuma muncul logonya doang itu pun lama banget setelah saya restart tetep aja malah aplikasi lain juga ikut error
636,"Wah parah sihh,,Ku kira cuman di sy yang sering error ternyata bnyk yg ngalamin juga, kadang kalo buka tiktok g ada vid ny cmn logo tiktok nya aja pdhl dah diupd tp ttp aja, trs kalo lagi scroll tiktok tiba² keluar sendiri, sy g tau ini HP ku yg rusak atau tiktok nya, tapi trnyata tmn² ku jg sering ngalamin sprti itu, dan klo tiktok ny kluar sendiri dah g bisa masuk kembali."
637,"Tolong perbaiki bug nya dong tik tok, masa setiap ngebug begini, sy harus uninstal lalu instal ulang bru bisa kebuka apk nya, jadi ribet bgt padhal cuma mo cari hiburan di apk tik tok malah yg di peres kuota, haduuuuuuuh"
638,"kesel sama tiktok semenjak update malah bikin hp bug, padahal tadinya fine"" aja. tp sekarang kalo mau buka harus uninstall trs install lagii biar bisa masuk mana sekarang ada iklannya, pls balikin tiktok yg dulu min"
639,"Tiktok nih kenapa si ? Masa setiap hari ngelag harus uninstall lalu download lagi baru bisa, sedangkan setelah uninstall draf otomatis akan hilang, tolong lah tiktok sistem nya diperbaiki lagi"
640,Tiktok sekarang jadi aneh memori saya tidak full hanya ada 3 apk yaitu tik tok dan WhatsApp dan no yang di WhatsApp saya sedikit tidak ada virus dan saya selalu membersihkan hp saya tapi kenapa saya tidak bisa masuk tik tok berulangkali seperti ini saya sudah menghapus tik tok 6 kalo dan mendownload TikTok 6 kali lagi tolong berikan alasan ada apa inj
641,"Capek setiap hari harus install ulang aplikasi,, nyesel duku kenapa aku update. Bukannya makin bagus malah makin busuk. Dibuka cuma Logo aja yg keluar.. Hadehhh mau sampe kapan kayak gini"
642,Akhir akhir ini setiap kali buka aplikasi tik tok hp saya selalu ngefrezee jadi harus restard trus...dan pas aplikasinya saya instal ulang udah lancar lg...ada apa ini kok jd seperti ini...klo gini kn jdi nggk nyaman makek aplikasiny...masa iya saya hrus slalu download dan unistall trus aplikasiny...
643,"Tiktok sekarang sering ngilang terus jaringan nya apa lagi udah live game pasti di ulang dari awal terus gak pernah selesai live nya, udah kecewa Sama tiktok sekarang, mohon di perbaiki lagi jaringan nya jangan sampai semua orang jadi kecewa"
644,"Udah seminggu instal sama uninstal tiktok diriku, kukira hpku yg rusak ternyata tiktoknya ngelag. Minta tolong diperbaiki, pdhal lagi seneng2nya belanja aplikasi ini eh malah sering eror. Terimakasih."
645,Tiktok tolong di perbaiki dong... Semenjak keseringan update jadi terlalu berat dan ga bisa terbuka hanya stuck di logo... Dan selalu cras sama app lain... Jadi tolonglah di perbaiki....
646,"Tadi aplikasi tiktoknya ku hapus karena gabisa dibuka dan hanya muncul logo, terus Ini aku baru download lagi gaada 1 jam udah gabisa dibuka lagi yang sekarang malah cuma muncul layar hitam, tolong ya diperbaiki bug nya"
647,"tiktok akhir² ini seribg nggak bisa dibuka, kalau dibuka hanya keluar logonya saja. tolong diperbaiki biar tidak seperti ini, selalunggak bisa dibuka, harus uninstal dulu terus download lagi baru bisa dibuka"
648,"Versi baru tik tok makin kacau. Saya tiap hari harus hapus terus instal lg apk tik tok gara"" nge bug dan selalu muncul notif jaringan tidak stabil padahal sinyal normal"
649,"Surat terbuka untuk tiktok. Knp setelah updatetan terbaru malah g bisa di gunain tiktoknya? Knp begitu sekarang mana update sendiri jg malah tau"" g bisa dibuka aplg udh di hilangin keranjang kuning kemaren tau"" bsknya g bisa di buka tiktoknya. Tolong perbaiki lagi tiktoknya"
650,"Untuk aplikasi bangus cocok untuk hiburan, tpi belakangan setelah saya update ,kpn setiap saya mau masuk tiktok sering ngebug trus keluar sendiri ,bikin pengguna tidak nyaman ,jadi tolong d chek lgi ya"
651,Tiktok sekarang kenapa si tiap pagi lemot apk lainnya tidak hanya tiktok seperti banyak virus tiap hari harus hapus download terus ditambah lagi sering tiba-tiba keluar sendiri. tolong diperbaikan sangat tidak nyaman
652,"Tiktok kenapa yaa,setiap kali mau masuki ke apk nda bisa tebuka yg muncul cuma logonya aja,di hapus dulu baru dipasang lagi baru bisa tebuka udah ke tiga kalinya kaya gini pasang hapus pasang Lagi terus pas tidak bisa lagi hapus lagi terus pasang kagi"
653,"Setelah gw update tiktok,sekarang makin susah masuk apk nya,loading terus,belum lagi ngebug lama,udah beberapa kali gw copot pasang,pengen kek dulu lagi tiktok yang gampang aksesnya"
654,"Tiktok nya tidak mau terbuka, cuma menampilkan loga aja, udah di coba login ulang awalnya udah bisa, tapi malah ke ulang lagi gk mau kebuka apk nya, tolong segera di perbaiki dong tiktok"
655,"Apk nya bagus tpi kok makin sering update ya?, jadi HP w lemot bgt pas mau buka tiktok malah keluar sendiri pas coba instal ulang malah gabisa padahal Jaringan kuota saya udh kuat bgt tpi tetep gabisa, syang bgt akun tiktok saya ilang jdi tolong di benerin y atau hilangin fitur fitur baru yng kurang berguna gitu biar g trlalu ngeleg"
656,"halo tiktok kenapa setelah di update jadi ngelag terus ya ,ga bisa di buka hanya berhenti di logo aja . harus unsintall dulu lalu download baru bisa di pakai , setelah 2 hari balik lagi ngelag di logo gitu gitu terus ,adakah solusi ?"
657,Apasih Tik tok sekarang kok update terus menerus. Aplikasi nya terasa berat kalo dipake sering keluar² sendiri apalagi kalo mau masuk ke dalam aplikasi nya pasti ngelagg dlu tolong dong developer nya
658,"Kenapa tik tok skrng pas di buka malah muncul logo nya doang trus ga bisa masuk,itu cara ngatasinya hrus di uninstal dlu trus dwnload lagi,capek gw bgitu terus udah puluhan kali download uninstal,untuk devoloper harap kerja sama nya."
659,"Ini sangat menjengkelkan,saya sampe uninstal terus instal ulang 3x tapi tetep NGEBUG gak bisa kebuka,ini sangat mempengaruhi akun saya.sampe saat ini saya masih belum bisa buka apk tiktok nya"
